accident_id,county,date,time,latitude,longitude,severity,casualties,vehicles_involved,road_type,lighting,datetime,hour,day_of_week,month,is_weekend,is_rush_hour,accident_severity_index,temperature_mean,precipitation_sum,windspeed_max,population,traffic_index,rain_flag,wind_flag,weather_impact_score,accidents_per_100k_proxy
ACC-003087,Waterford,2023-12-10,02:00:00,52.2267291815003,-7.0360801220746,2,0,1,Urban,Daylight,2023-12-10 02:00:00,2,Sunday,12,True,0,1.3,9.7,7.2,32.4,127000,0.44,1,1,4.287,1.1338582677165354
ACC-003088,Dublin,2023-09-03,22:46:00,53.35296557223581,-6.344368808186832,4,4,1,Motorway,Daylight,2023-09-03 22:46:00,22,Sunday,9,True,0,3.4000000000000004,17.0,0.0,11.5,1453000,1.0,0,0,0.345,0.13764624913971094
ACC-003089,Cork,2023-12-20,03:26:00,52.00486455750352,-8.56657441190377,2,1,2,Motorway,Daylight,2023-12-20 03:26:00,3,Wednesday,12,False,0,1.75,10.0,0.4,26.7,584000,0.72,0,1,0.981,0.2945205479452055
ACC-003090,Limerick,2024-08-17,19:03:00,52.6400207328056,-8.496023144403816,2,2,2,Urban,Daylight,2024-08-17 19:03:00,19,Saturday,8,True,0,2.0,14.7,0.8,21.4,210000,0.5,0,0,1.002,0.7142857142857142
ACC-003091,Kilkenny,2025-07-20,14:18:00,52.54620341794542,-7.2611620554101135,2,1,1,Urban,Darkness,2025-07-20 14:18:00,14,Sunday,7,True,0,1.55,16.5,23.8,25.7,103000,0.4,1,1,11.481000000000002,1.3592233009708736
ACC-003092,Kerry,2024-08-01,12:24:00,52.14284617363904,-9.480742049406,2,2,3,Urban,Daylight,2024-08-01 12:24:00,12,Thursday,8,False,0,2.2,16.6,0.4,15.9,156000,0.42,0,0,0.657,0.9102564102564101
ACC-003093,Galway,2025-08-04,10:56:00,53.29728314642408,-9.047529924050568,1,0,2,Urban,Daylight,2025-08-04 10:56:00,10,Monday,8,False,0,0.9500000000000001,16.4,6.0,45.9,292000,0.55,1,1,4.077,0.5308219178082193
ACC-003094,Waterford,2023-08-11,05:22:00,52.32088157950315,-7.083590788707732,1,1,4,Rural,Daylight,2023-08-11 05:22:00,5,Friday,8,False,0,1.6,16.2,4.6,30.3,127000,0.44,1,1,2.979,1.1338582677165354
ACC-003095,Dublin,2024-11-28,17:20:00,53.45504079660357,-6.270833740784199,2,1,3,Rural,Daylight,2024-11-28 17:20:00,17,Thursday,11,False,1,1.9500000000000002,6.8,0.7,34.2,1453000,1.0,0,1,2.141,0.13764624913971094
ACC-003096,Dublin,2025-04-22,09:19:00,53.33681111006526,-6.201727742144712,3,2,2,Urban,Darkness,2025-04-22 09:19:00,9,Tuesday,4,False,1,2.5500000000000003,9.8,16.2,35.2,1453000,1.0,1,1,8.396,0.13764624913971094
ACC-003097,Galway,2023-05-07,13:42:00,53.22034183541541,-9.131994783086988,1,1,1,Urban,Daylight,2023-05-07 13:42:00,13,Sunday,5,True,0,1.0,13.3,11.4,26.7,292000,0.55,1,1,5.931,0.5308219178082193
ACC-003098,Wexford,2023-07-09,04:19:00,52.23592178477138,-6.49294920432992,4,2,2,Motorway,Darkness,2023-07-09 04:19:00,4,Sunday,7,True,0,3.1,15.8,1.9,22.3,163000,0.46,1,0,1.524,0.8957055214723927
ACC-003099,Galway,2024-05-01,02:33:00,53.2892916693918,-9.05244533971904,2,2,3,Urban,Darkness,2024-05-01 02:33:00,2,Wednesday,5,False,0,2.2,10.1,1.2,18.6,292000,0.55,1,0,1.098,0.5308219178082193
ACC-003100,Cork,2024-03-07,00:40:00,51.91347734417912,-8.604417702910803,1,0,2,Rural,Daylight,2024-03-07 00:40:00,0,Thursday,3,False,0,0.9500000000000001,8.4,2.6,29.7,584000,0.72,1,1,2.461,0.2945205479452055
ACC-003101,Dublin,2024-02-27,23:03:00,53.39662905507517,-6.326875711491189,2,3,2,Rural,Darkness,2024-02-27 23:03:00,23,Tuesday,2,False,0,2.25,7.4,3.4,24.8,1453000,1.0,1,0,2.924,0.13764624913971094
ACC-003102,Limerick,2024-01-30,16:56:00,52.66726919086703,-8.676472928218226,1,1,3,Motorway,Daylight,2024-01-30 16:56:00,16,Tuesday,1,False,1,1.4000000000000001,2.9,0.0,15.5,210000,0.5,0,0,2.2399999999999998,0.7142857142857142
ACC-003103,Galway,2023-02-14,02:33:00,53.24432496784865,-9.033780046151826,2,1,1,Motorway,Darkness,2023-02-14 02:33:00,2,Tuesday,2,False,0,1.55,11.4,2.6,31.4,292000,0.55,1,1,2.112,0.5308219178082193
ACC-003104,Kilkenny,2023-07-30,06:39:00,52.67062238581068,-7.075209617049995,1,0,1,Motorway,Daylight,2023-07-30 06:39:00,6,Sunday,7,True,0,0.75,14.9,4.6,22.6,103000,0.4,1,0,2.7479999999999998,1.3592233009708736
ACC-003105,Cork,2023-11-07,18:06:00,51.85694399492496,-8.736048802767645,2,1,3,Urban,Darkness,2023-11-07 18:06:00,18,Tuesday,11,False,1,1.9500000000000002,8.3,1.1,23.4,584000,0.72,1,0,1.6219999999999999,0.2945205479452055
ACC-003106,Dublin,2025-07-21,09:52:00,53.40694710002648,-6.281950560389946,1,0,4,Rural,Daylight,2025-07-21 09:52:00,9,Monday,7,False,1,1.35,16.3,51.9,26.7,1453000,1.0,1,1,24.156,0.13764624913971094
ACC-003107,Waterford,2025-04-02,23:47:00,52.14431700728765,-7.124534548965507,3,3,1,Rural,Daylight,2025-04-02 23:47:00,23,Wednesday,4,False,0,2.6000000000000005,10.3,0.0,24.6,127000,0.44,0,0,0.738,1.1338582677165354
ACC-003108,Limerick,2024-10-28,18:48:00,52.666935049972366,-8.505005809721675,1,0,3,Urban,Daylight,2024-10-28 18:48:00,18,Monday,10,False,1,1.1500000000000001,13.0,1.6,19.5,210000,0.5,1,0,1.3050000000000002,0.7142857142857142
ACC-003109,Kerry,2024-11-23,21:32:00,52.21086789910039,-9.449644235483992,3,3,2,Motorway,Daylight,2024-11-23 21:32:00,21,Saturday,11,True,0,2.8000000000000003,12.4,49.1,39.8,156000,0.42,1,1,23.289,0.9102564102564101
ACC-003110,Waterford,2024-11-23,01:08:00,52.28392157319747,-6.998391081185761,3,3,3,Rural,Daylight,2024-11-23 01:08:00,1,Saturday,11,True,0,3.0000000000000004,12.1,37.1,56.0,127000,0.44,1,1,18.375,1.1338582677165354
ACC-003111,Dublin,2025-11-14,17:56:00,53.28859168804816,-6.349839412878644,3,0,3,Motorway,Daylight,2025-11-14 17:56:00,17,Friday,11,False,1,2.25,10.5,12.2,47.8,1453000,1.0,1,1,6.9239999999999995,0.13764624913971094
ACC-003112,Dublin,2023-12-13,05:42:00,53.37805120945384,-6.274811133771678,1,1,2,Rural,Darkness,2023-12-13 05:42:00,5,Wednesday,12,False,0,1.2000000000000002,6.6,0.4,25.4,1453000,1.0,0,1,1.7920000000000003,0.13764624913971094
ACC-003113,Dublin,2023-07-08,00:40:00,53.2502464613182,-6.290676408993183,3,3,1,Urban,Darkness,2023-07-08 00:40:00,0,Saturday,7,True,0,2.6000000000000005,18.2,0.1,34.5,1453000,1.0,0,1,1.0799999999999998,0.13764624913971094
ACC-003114,Cork,2025-11-25,13:08:00,51.83518607699935,-8.308020398771694,1,2,2,Motorway,Daylight,2025-11-25 13:08:00,13,Tuesday,11,False,0,1.4500000000000002,4.8,0.0,18.1,584000,0.72,0,0,1.843,0.2945205479452055
ACC-003115,Dublin,2023-12-16,19:05:00,53.35674205746503,-6.213680762827683,1,0,2,Urban,Daylight,2023-12-16 19:05:00,19,Saturday,12,True,0,0.9500000000000001,11.0,0.0,25.6,1453000,1.0,0,1,0.768,0.13764624913971094
ACC-003116,Galway,2024-12-06,06:19:00,53.25919473014796,-9.037780487441802,1,1,1,Rural,Daylight,2024-12-06 06:19:00,6,Friday,12,False,0,1.0,8.1,23.3,56.7,292000,0.55,1,1,12.661000000000001,0.5308219178082193
ACC-003117,Kerry,2025-07-30,21:08:00,52.18481909163599,-9.612564448435496,2,1,3,Motorway,Darkness,2025-07-30 21:08:00,21,Wednesday,7,False,0,1.9500000000000002,16.6,1.5,17.4,156000,0.42,1,0,1.197,0.9102564102564101
ACC-003118,Galway,2024-09-03,09:49:00,53.22609476626451,-9.05760791533866,3,2,3,Urban,Darkness,2024-09-03 09:49:00,9,Tuesday,9,False,1,2.7500000000000004,14.6,0.1,18.4,292000,0.55,0,0,0.597,0.5308219178082193
ACC-003119,Dublin,2025-05-21,05:13:00,53.25314963451048,-6.365335693606763,1,2,1,Urban,Daylight,2025-05-21 05:13:00,5,Wednesday,5,False,0,1.25,14.9,0.0,16.6,1453000,1.0,0,0,0.498,0.13764624913971094
ACC-003120,Waterford,2024-11-14,03:58:00,52.44596163931024,-7.110743080533283,2,1,2,Urban,Daylight,2024-11-14 03:58:00,3,Thursday,11,False,0,1.75,11.2,0.2,18.6,127000,0.44,0,0,0.648,1.1338582677165354
ACC-003121,Dublin,2024-07-25,03:40:00,53.342773930873285,-6.3117795649511885,3,3,3,Urban,Darkness,2024-07-25 03:40:00,3,Thursday,7,False,0,3.0000000000000004,17.4,0.4,24.3,1453000,1.0,0,0,0.909,0.13764624913971094
ACC-003122,Waterford,2023-11-13,09:06:00,52.22817267910344,-7.263216026752306,2,3,2,Urban,Daylight,2023-11-13 09:06:00,9,Monday,11,False,1,2.25,11.7,11.5,46.3,127000,0.44,1,1,6.564,1.1338582677165354
ACC-003123,Limerick,2023-05-27,20:12:00,52.752922377407245,-8.48953141661427,2,1,2,Urban,Daylight,2023-05-27 20:12:00,20,Saturday,5,True,0,1.75,16.3,0.0,14.3,210000,0.5,0,0,0.42900000000000005,0.7142857142857142
ACC-003124,Dublin,2023-11-21,21:35:00,53.26543812817015,-6.295954070405005,1,1,3,Urban,Darkness,2023-11-21 21:35:00,21,Tuesday,11,False,0,1.4000000000000001,7.9,0.0,25.9,1453000,1.0,0,1,1.3019999999999998,0.13764624913971094
ACC-003125,Limerick,2024-12-27,11:59:00,52.645398133222045,-8.643868638976725,2,1,2,Urban,Darkness,2024-12-27 11:59:00,11,Friday,12,False,0,1.75,9.6,0.0,12.8,210000,0.5,0,0,0.4840000000000001,0.7142857142857142
ACC-003126,Wexford,2024-11-21,23:19:00,52.24320802608979,-6.491993736382929,3,1,2,Urban,Daylight,2024-11-21 23:19:00,23,Thursday,11,False,0,2.3000000000000003,2.5,5.9,24.0,163000,0.46,1,0,5.25,0.8957055214723927
ACC-003127,Limerick,2024-10-29,03:11:00,52.53968720602946,-8.698462724451241,2,1,2,Urban,Daylight,2024-10-29 03:11:00,3,Tuesday,10,False,0,1.75,11.5,0.2,7.8,210000,0.5,0,0,0.324,0.7142857142857142
ACC-003128,Dublin,2024-04-08,14:03:00,53.27462341214116,-6.23402583796817,2,0,3,Rural,Darkness,2024-04-08 14:03:00,14,Monday,4,False,0,1.7000000000000002,8.2,20.3,31.1,1453000,1.0,1,1,10.518,0.13764624913971094
ACC-003129,Dublin,2025-10-15,13:32:00,53.32102007094526,-6.029059296021361,2,0,1,Urban,Darkness,2025-10-15 13:32:00,13,Wednesday,10,False,0,1.3,11.7,0.0,9.6,1453000,1.0,0,0,0.288,0.13764624913971094
ACC-003130,Wexford,2023-01-27,03:07:00,52.39599177697081,-6.565159457891764,3,2,2,Urban,Daylight,2023-01-27 03:07:00,3,Friday,1,False,0,2.5500000000000003,4.1,0.0,11.9,163000,0.46,0,0,1.832,0.8957055214723927
ACC-003131,Dublin,2023-08-20,05:38:00,53.31926410165959,-6.216919830546157,1,0,1,Urban,Daylight,2023-08-20 05:38:00,5,Sunday,8,True,0,0.75,18.0,0.0,21.8,1453000,1.0,0,0,0.654,0.13764624913971094
ACC-003132,Dublin,2025-10-18,00:16:00,53.37151128278043,-6.312432416358246,3,1,1,Urban,Daylight,2025-10-18 00:16:00,0,Saturday,10,True,0,2.1,13.5,2.3,37.5,1453000,1.0,1,1,2.16,0.13764624913971094
ACC-003133,Dublin,2024-06-12,13:25:00,53.2381375413766,-6.30781138004099,2,1,1,Urban,Darkness,2024-06-12 13:25:00,13,Wednesday,6,False,0,1.55,11.0,0.1,27.8,1453000,1.0,0,1,0.8790000000000001,0.13764624913971094
ACC-003134,Waterford,2023-12-30,07:36:00,52.28753087700385,-7.0159321750060135,4,3,2,Urban,Darkness,2023-12-30 07:36:00,7,Saturday,12,True,1,3.35,8.1,16.0,39.3,127000,0.44,1,1,8.854,1.1338582677165354
ACC-003135,Limerick,2025-03-31,19:04:00,52.6407632246504,-8.721030414730357,1,3,2,Urban,Daylight,2025-03-31 19:04:00,19,Monday,3,False,0,1.7000000000000002,11.5,0.1,22.6,210000,0.5,0,0,0.7230000000000001,0.7142857142857142
ACC-003136,Waterford,2023-12-08,01:00:00,52.189376790250165,-7.171623016287247,2,1,2,Urban,Daylight,2023-12-08 01:00:00,1,Friday,12,False,0,1.75,9.0,1.7,24.0,127000,0.44,1,0,1.7349999999999999,1.1338582677165354
ACC-003137,Kerry,2024-08-18,02:15:00,52.17491610852352,-9.490587970139106,3,2,2,Rural,Darkness,2024-08-18 02:15:00,2,Sunday,8,True,0,2.5500000000000003,15.6,0.8,16.2,156000,0.42,0,0,0.846,0.9102564102564101
ACC-003138,Kilkenny,2024-12-02,23:25:00,52.67762533308285,-7.320360925323354,1,0,1,Urban,Darkness,2024-12-02 23:25:00,23,Monday,12,False,0,0.75,5.0,0.0,27.7,103000,0.4,0,1,2.081,1.3592233009708736
ACC-003139,Dublin,2025-12-07,13:04:00,53.35795778940183,-6.152368951040302,1,1,2,Rural,Darkness,2025-12-07 13:04:00,13,Sunday,12,True,0,1.2000000000000002,9.4,7.0,29.1,1453000,1.0,1,1,4.173,0.13764624913971094
ACC-003140,Cork,2025-06-27,04:23:00,52.04018082633164,-8.393555947175123,3,0,2,Motorway,Darkness,2025-06-27 04:23:00,4,Friday,6,False,0,2.0500000000000003,17.0,1.4,29.4,584000,0.72,1,1,1.512,0.2945205479452055
ACC-003141,Galway,2023-02-10,16:31:00,53.16983178196334,-9.129686172212088,3,1,3,Urban,Darkness,2023-02-10 16:31:00,16,Friday,2,False,1,2.5,9.2,0.5,24.5,292000,0.55,0,0,1.1600000000000001,0.5308219178082193
ACC-003142,Waterford,2024-04-10,04:02:00,52.27967636410087,-7.190488717853671,1,0,3,Urban,Daylight,2024-04-10 04:02:00,4,Wednesday,4,False,0,1.1500000000000001,11.2,5.2,26.8,127000,0.44,1,1,3.144,1.1338582677165354
ACC-003143,Limerick,2025-07-08,02:19:00,52.65420134147893,-8.6668560204008,2,1,1,Rural,Daylight,2025-07-08 02:19:00,2,Tuesday,7,False,0,1.55,16.1,1.9,17.6,210000,0.5,1,0,1.383,0.7142857142857142
ACC-003144,Dublin,2024-09-10,09:46:00,53.3838750346133,-6.359896179840689,3,3,2,Urban,Daylight,2024-09-10 09:46:00,9,Tuesday,9,False,1,2.8000000000000003,13.6,0.8,32.2,1453000,1.0,0,1,1.326,0.13764624913971094
ACC-003145,Wexford,2023-10-17,09:11:00,52.27044978595402,-6.404093830972568,1,1,3,Urban,Daylight,2023-10-17 09:11:00,9,Tuesday,10,False,1,1.4000000000000001,11.4,11.5,23.1,163000,0.46,1,0,5.867999999999999,0.8957055214723927
ACC-003146,Wexford,2024-04-28,12:22:00,52.30796341415429,-6.466768108057695,2,1,4,Urban,Daylight,2024-04-28 12:22:00,12,Sunday,4,True,0,2.1500000000000004,7.5,0.6,25.4,163000,0.46,0,1,1.657,0.8957055214723927
ACC-003147,Cork,2023-06-13,09:14:00,51.88987836371517,-8.490535702773842,1,0,4,Rural,Daylight,2023-06-13 09:14:00,9,Tuesday,6,False,1,1.35,18.3,2.4,11.8,584000,0.72,1,0,1.4340000000000002,0.2945205479452055
ACC-003148,Waterford,2023-11-22,11:41:00,52.34416649238135,-7.167692288860035,2,1,3,Motorway,Darkness,2023-11-22 11:41:00,11,Wednesday,11,False,0,1.9500000000000002,9.3,0.0,14.2,127000,0.44,0,0,0.6009999999999998,1.1338582677165354
ACC-003149,Dublin,2024-03-06,01:47:00,53.37442957565139,-6.305728078772673,3,2,1,Urban,Daylight,2024-03-06 01:47:00,1,Wednesday,3,False,0,2.3500000000000005,7.6,0.0,28.8,1453000,1.0,0,1,1.464,0.13764624913971094
ACC-003150,Dublin,2023-07-20,10:19:00,53.28552949473567,-6.1722355847512045,2,1,2,Urban,Daylight,2023-07-20 10:19:00,10,Thursday,7,False,0,1.75,14.4,1.9,17.3,1453000,1.0,1,0,1.374,0.13764624913971094
ACC-003151,Waterford,2024-07-17,21:36:00,52.310807942547385,-6.981727008195323,2,2,2,Urban,Darkness,2024-07-17 21:36:00,21,Wednesday,7,False,0,2.0,14.8,0.3,21.9,127000,0.44,0,0,0.7919999999999999,1.1338582677165354
ACC-003152,Kerry,2023-03-02,03:23:00,52.118276976338855,-9.634109957276197,1,0,1,Motorway,Daylight,2023-03-02 03:23:00,3,Thursday,3,False,0,0.75,5.4,0.0,12.0,156000,0.42,0,0,1.5099999999999998,0.9102564102564101
ACC-003153,Dublin,2024-03-07,00:33:00,53.33496065130795,-6.197936553618563,3,1,2,Rural,Darkness,2024-03-07 00:33:00,0,Thursday,3,False,0,2.3000000000000003,7.8,0.6,27.9,1453000,1.0,0,1,1.657,0.13764624913971094
ACC-003154,Waterford,2024-04-15,13:41:00,52.18622471320423,-7.148617706570015,1,0,1,Urban,Daylight,2024-04-15 13:41:00,13,Monday,4,False,0,0.75,8.3,0.9,34.9,127000,0.44,0,1,1.8769999999999998,1.1338582677165354
ACC-003155,Dublin,2025-07-31,09:12:00,53.33335951894436,-6.164515131691579,2,2,2,Urban,Daylight,2025-07-31 09:12:00,9,Thursday,7,False,1,2.0,17.4,2.5,15.6,1453000,1.0,1,0,1.593,0.13764624913971094
ACC-003156,Dublin,2025-11-24,20:08:00,53.31786352606197,-6.346688443779343,1,0,3,Urban,Darkness,2025-11-24 20:08:00,20,Monday,11,False,0,1.1500000000000001,7.2,0.9,28.7,1453000,1.0,0,1,1.966,0.13764624913971094
ACC-003157,Dublin,2023-06-03,16:35:00,53.27797015699092,-6.442896637063812,4,2,2,Rural,Daylight,2023-06-03 16:35:00,16,Saturday,6,True,1,3.1,13.8,0.0,13.9,1453000,1.0,0,0,0.41700000000000004,0.13764624913971094
ACC-003158,Kilkenny,2024-09-04,02:41:00,52.63206650906125,-7.224901580742691,1,0,2,Urban,Darkness,2024-09-04 02:41:00,2,Wednesday,9,False,0,0.9500000000000001,11.2,1.0,18.6,103000,0.4,0,0,1.008,1.3592233009708736
ACC-003159,Kilkenny,2024-07-10,09:44:00,52.64343803302535,-7.091853276759319,1,1,3,Urban,Darkness,2024-07-10 09:44:00,9,Wednesday,7,False,1,1.4000000000000001,14.5,0.0,25.7,103000,0.4,0,1,0.7709999999999999,1.3592233009708736
ACC-003160,Dublin,2025-03-16,05:38:00,53.29704587441721,-6.414098014864572,2,0,2,Urban,Darkness,2025-03-16 05:38:00,5,Sunday,3,True,0,1.5,6.8,0.0,13.1,1453000,1.0,0,0,1.193,0.13764624913971094
ACC-003161,Dublin,2023-07-18,13:21:00,53.30700907864196,-6.292332185129009,1,0,2,Urban,Daylight,2023-07-18 13:21:00,13,Tuesday,7,False,0,0.9500000000000001,15.1,9.4,18.7,1453000,1.0,1,0,4.791,0.13764624913971094
ACC-003162,Cork,2023-08-17,18:26:00,52.00227383093,-8.58090902851017,1,1,3,Urban,Daylight,2023-08-17 18:26:00,18,Thursday,8,False,1,1.4000000000000001,16.0,0.5,25.3,584000,0.72,0,1,0.984,0.2945205479452055
ACC-003163,Dublin,2024-05-21,05:23:00,53.32152882424958,-6.285123587405159,2,1,2,Urban,Daylight,2024-05-21 05:23:00,5,Tuesday,5,False,0,1.75,13.4,5.4,14.7,1453000,1.0,1,0,2.871,0.13764624913971094
ACC-003164,Waterford,2023-10-12,09:43:00,52.16907234968905,-7.171999084998244,2,0,3,Rural,Daylight,2023-10-12 09:43:00,9,Thursday,10,False,1,1.7000000000000002,11.6,3.2,10.4,127000,0.44,1,0,1.7520000000000002,1.1338582677165354
ACC-003165,Limerick,2024-01-31,14:20:00,52.722466822623545,-8.64445982715758,2,0,1,Urban,Daylight,2024-01-31 14:20:00,14,Wednesday,1,False,0,1.3,7.6,5.0,25.0,210000,0.5,1,0,3.6,0.7142857142857142
ACC-003166,Cork,2023-10-12,08:55:00,51.86131715974535,-8.462370213388692,3,2,3,Urban,Daylight,2023-10-12 08:55:00,8,Thursday,10,False,1,2.7500000000000004,11.6,4.5,11.4,584000,0.72,1,0,2.367,0.2945205479452055
ACC-003167,Dublin,2024-02-28,18:58:00,53.25448175884752,-6.293929567200351,2,3,3,Urban,Daylight,2024-02-28 18:58:00,18,Wednesday,2,False,1,2.45,9.3,5.4,30.5,1453000,1.0,1,1,3.52,0.13764624913971094
ACC-003168,Galway,2025-06-24,09:00:00,53.33404992911086,-8.989086310404419,1,0,3,Urban,Daylight,2025-06-24 09:00:00,9,Tuesday,6,False,1,1.1500000000000001,16.1,3.7,30.6,292000,0.55,1,1,2.583,0.5308219178082193
ACC-003169,Galway,2024-09-21,07:13:00,53.19921231711964,-9.052995144128191,3,0,4,Motorway,Daylight,2024-09-21 07:13:00,7,Saturday,9,True,1,2.45,14.6,0.2,17.9,292000,0.55,0,0,0.6269999999999999,0.5308219178082193
ACC-003170,Wexford,2025-04-21,01:23:00,52.26024735017138,-6.4252244322196885,3,1,2,Rural,Daylight,2025-04-21 01:23:00,1,Monday,4,False,0,2.3000000000000003,10.2,2.7,19.7,163000,0.46,1,0,1.806,0.8957055214723927
ACC-003171,Dublin,2025-05-29,16:40:00,53.379703100102766,-6.1843380778143215,3,3,2,Rural,Daylight,2025-05-29 16:40:00,16,Thursday,5,False,1,2.8000000000000003,17.0,6.4,29.2,1453000,1.0,1,1,3.7560000000000002,0.13764624913971094
ACC-003172,Kerry,2024-05-15,11:23:00,52.18358826947377,-9.348963451144073,1,2,1,Motorway,Daylight,2024-05-15 11:23:00,11,Wednesday,5,False,0,1.25,13.1,3.8,14.8,156000,0.42,1,0,2.154,0.9102564102564101
ACC-003173,Limerick,2023-12-17,02:28:00,52.66529285666842,-8.662416197991982,2,3,1,Urban,Daylight,2023-12-17 02:28:00,2,Sunday,12,True,0,2.0500000000000003,11.5,5.2,23.6,210000,0.5,1,0,3.0480000000000005,0.7142857142857142
ACC-003174,Kerry,2024-04-21,10:18:00,52.16993613757051,-9.600119156587624,3,4,1,Urban,Darkness,2024-04-21 10:18:00,10,Sunday,4,True,0,2.8500000000000005,10.7,0.0,12.7,156000,0.42,0,0,0.381,0.9102564102564101
ACC-003175,Cork,2024-01-04,07:09:00,51.83488269037421,-8.484082727348,2,0,4,Urban,Daylight,2024-01-04 07:09:00,7,Thursday,1,False,1,1.9000000000000001,3.8,0.0,14.5,584000,0.72,0,0,1.985,0.2945205479452055
ACC-003176,Kerry,2024-12-05,21:55:00,52.08765237014394,-9.512952028834674,1,0,2,Rural,Daylight,2024-12-05 21:55:00,21,Thursday,12,False,0,0.9500000000000001,10.7,12.0,33.3,156000,0.42,1,1,6.399,0.9102564102564101
ACC-003177,Wexford,2023-04-15,11:19:00,52.26181548842418,-6.512501784699723,1,1,2,Rural,Daylight,2023-04-15 11:19:00,11,Saturday,4,True,0,1.2000000000000002,7.6,0.0,18.2,163000,0.46,0,0,1.146,0.8957055214723927
ACC-003178,Waterford,2025-10-20,07:55:00,52.304292819625175,-6.965347148125174,3,1,3,Rural,Daylight,2025-10-20 07:55:00,7,Monday,10,False,1,2.5,12.2,2.9,26.1,127000,0.44,1,1,2.088,1.1338582677165354
ACC-003179,Limerick,2025-02-20,12:05:00,52.69496179637076,-8.505886174267694,1,2,3,Urban,Daylight,2025-02-20 12:05:00,12,Thursday,2,False,0,1.6500000000000001,11.9,9.7,34.2,210000,0.5,1,1,5.391,0.7142857142857142
ACC-003180,Limerick,2023-08-02,21:01:00,52.6844376156981,-8.598394312069749,1,0,1,Urban,Darkness,2023-08-02 21:01:00,21,Wednesday,8,False,0,0.75,15.5,2.5,22.2,210000,0.5,1,0,1.791,0.7142857142857142
ACC-003181,Dublin,2024-05-21,00:05:00,53.34892940489672,-6.32403970863716,1,0,2,Urban,Daylight,2024-05-21 00:05:00,0,Tuesday,5,False,0,0.9500000000000001,13.4,5.4,14.7,1453000,1.0,1,0,2.871,0.13764624913971094
ACC-003182,Cork,2024-04-01,19:15:00,51.80216082950261,-8.411493919433795,1,0,2,Urban,Daylight,2024-04-01 19:15:00,19,Monday,4,False,0,0.9500000000000001,8.6,2.4,15.9,584000,0.72,1,0,1.907,0.2945205479452055
ACC-003183,Cork,2023-03-02,01:35:00,51.939903345661655,-8.425143324068245,1,1,1,Urban,Daylight,2023-03-02 01:35:00,1,Thursday,3,False,0,1.0,5.8,0.2,13.4,584000,0.72,0,0,1.542,0.2945205479452055
ACC-003184,Waterford,2024-10-14,03:08:00,52.23844003071225,-7.09611818005551,2,2,2,Rural,Daylight,2024-10-14 03:08:00,3,Monday,10,False,0,2.0,10.7,3.6,18.3,127000,0.44,1,0,2.169,1.1338582677165354
ACC-003185,Dublin,2024-10-18,09:06:00,53.3074041893731,-6.320609311854272,3,2,2,Urban,Daylight,2024-10-18 09:06:00,9,Friday,10,False,1,2.5500000000000003,13.1,7.9,34.9,1453000,1.0,1,1,4.602,0.13764624913971094
ACC-003186,Dublin,2024-03-24,20:21:00,53.35778348481318,-6.250709690318782,2,1,1,Rural,Darkness,2024-03-24 20:21:00,20,Sunday,3,True,0,1.55,7.7,1.3,27.6,1453000,1.0,1,1,1.9880000000000002,0.13764624913971094
ACC-003187,Waterford,2024-09-08,21:24:00,52.21460401777092,-7.094718390192534,1,0,2,Urban,Daylight,2024-09-08 21:24:00,21,Sunday,9,True,0,0.9500000000000001,15.1,0.0,24.6,127000,0.44,0,0,0.738,1.1338582677165354
ACC-003188,Limerick,2023-08-26,20:10:00,52.60379645642131,-8.636801455192426,1,2,1,Urban,Daylight,2023-08-26 20:10:00,20,Saturday,8,True,0,1.25,14.4,1.8,21.1,210000,0.5,1,0,1.443,0.7142857142857142
ACC-003189,Limerick,2023-09-16,12:57:00,52.60820527545147,-8.45449045580699,3,0,2,Urban,Daylight,2023-09-16 12:57:00,12,Saturday,9,True,0,2.0500000000000003,12.3,0.3,25.6,210000,0.5,0,1,0.903,0.7142857142857142
ACC-003190,Limerick,2025-10-17,02:24:00,52.59160379796109,-8.543968959438763,2,2,1,Rural,Darkness,2025-10-17 02:24:00,2,Friday,10,False,0,1.8,11.7,0.1,23.1,210000,0.5,0,0,0.738,0.7142857142857142
ACC-003191,Cork,2023-10-01,03:32:00,51.78738869708356,-8.50560081112673,4,3,2,Urban,Darkness,2023-10-01 03:32:00,3,Sunday,10,True,0,3.35,15.4,2.9,14.6,584000,0.72,1,0,1.7429999999999999,0.2945205479452055
ACC-003192,Dublin,2024-10-04,18:00:00,53.31998530750964,-6.299275381315221,3,1,3,Urban,Daylight,2024-10-04 18:00:00,18,Friday,10,False,1,2.5,14.0,0.5,28.0,1453000,1.0,0,1,1.065,0.13764624913971094
ACC-003193,Limerick,2023-07-22,19:18:00,52.62431160380948,-8.616572097072623,2,4,3,Urban,Daylight,2023-07-22 19:18:00,19,Saturday,7,True,0,2.7,15.7,18.8,15.8,210000,0.5,1,0,8.934000000000001,0.7142857142857142
ACC-003194,Cork,2023-06-17,08:47:00,52.017282214291406,-8.554237947039804,3,2,3,Rural,Daylight,2023-06-17 08:47:00,8,Saturday,6,True,1,2.7500000000000004,16.3,6.9,16.6,584000,0.72,1,0,3.6030000000000006,0.2945205479452055
